ALLEY_TRDAR_NO,SIGNGU_CD_NM,ADSTRD_CD_NM
12996,강남구,논현동
12988,강남구,논현동
12994,강남구,논현동
13538,강남구,논현동
12837,강남구,압구정동
12959,강남구,압구정동
12883,강남구,압구정동
12954,강남구,압구정동
12955,강남구,압구정동
12868,강남구,압구정동
12919,강남구,청담동
12984,강남구,청담동
12958,강남구,청담동
12995,강남구,청담동
12946,강남구,청담동
12985,강남구,청담동
12991,강남구,청담동
12904,강남구,청담동
13518,강남구,삼성동
12983,강남구,삼성동
13514,강남구,삼성동
12979,강남구,삼성동
13028,강남구,삼성동
13025,강남구,삼성동
13214,강남구,대치동
13236,강남구,대치동
13068,강남구,대치동
13598,강남구,대치동
13230,강남구,대치동
13152,강남구,대치동
13130,강남구,대치동
13211,강남구,대치동
13171,강남구,대치동
13121,강남구,대치동
13048,강남구,대치동
13131,강남구,대치동
13168,강남구,대치동
13604,강남구,대치동
13166,강남구,대치동
13020,강남구,역삼동
13096,강남구,역삼동
13602,강남구,역삼동
13003,강남구,역삼동
13108,강남구,역삼동
13553,강남구,역삼동
13225,강남구,역삼동
13169,강남구,역삼동
13149,강남구,역삼동
13233,강남구,역삼동
13240,강남구,역삼동
13194,강남구,역삼동
13190,강남구,역삼동
13280,강남구,도곡동
13321,강남구,도곡동
13382,강남구,도곡동
13259,강남구,도곡동
13334,강남구,도곡동
13258,강남구,도곡동
13386,강남구,개포동
13343,강남구,개포동
13254,강남구,개포동
13454,강남구,개포동
13447,강남구,개포동
13572,강남구,개포동
13450,강남구,개포동
13418,강남구,개포동
13444,강남구,개포동
13255,강남구,일원동
13270,강남구,일원동
13264,강남구,일원동
13277,강남구,일원동
13196,강남구,일원동
12810,송파구,풍납동
12854,송파구,풍납동
12835,송파구,풍납동
12847,송파구,풍납동
13188,송파구,거여동
13198,송파구,거여동
13297,송파구,거여동
13292,송파구,거여동
13197,송파구,거여동
13274,송파구,거여동
13245,송파구,마천동
13209,송파구,마천동
13532,송파구,마천동
13239,송파구,마천동
13242,송파구,마천동
13231,송파구,마천동
13147,송파구,마천동
13212,송파구,마천동
13641,송파구,방이동
13078,송파구,방이동
13013,송파구,방이동
13082,송파구,방이동
13642,송파구,방이동
13643,송파구,방이동
12978,송파구,방이동
13029,송파구,방이동
13640,송파구,방이동
13639,송파구,방이동
13638,송파구,방이동
12976,송파구,방이동
12974,송파구,방이동
12973,송파구,오륜동
13041,송파구,오금동
13104,송파구,오금동
13001,송파구,오금동
13002,송파구,오금동
13112,송파구,오금동
13120,송파구,오금동
13051,송파구,송파동
13613,송파구,송파동
13589,송파구,송파동
13023,송파구,송파동
13101,송파구,송파동
13095,송파구,송파동
13596,송파구,송파동
13012,송파구,송파동
13000,송파구,송파동
13071,송파구,송파동
13103,송파구,송파동
13156,송파구,석촌동
13045,송파구,석촌동
13182,송파구,석촌동
13145,송파구,석촌동
13127,송파구,석촌동
13126,송파구,석촌동
13117,송파구,석촌동
13107,송파구,석촌동
13174,송파구,석촌동
13089,송파구,석촌동
13088,송파구,석촌동
13114,송파구,석촌동
13614,송파구,석촌동
13099,송파구,삼전동
13077,송파구,삼전동
13063,송파구,삼전동
13059,송파구,삼전동
13183,송파구,삼전동
13154,송파구,삼전동
13160,송파구,삼전동
13180,송파구,삼전동
13081,송파구,삼전동
13049,송파구,삼전동
13084,송파구,삼전동
13262,송파구,가락본동
13128,송파구,가락본동
13204,송파구,가락본동
13184,송파구,가락본동
13222,송파구,가락본동
13573,송파구,가락본동
13148,송파구,가락본동
13153,송파구,가락본동
13203,송파구,가락동
13205,송파구,가락동
13244,송파구,가락동
13524,송파구,가락동
13187,송파구,가락동
13192,송파구,가락동
13294,송파구,가락동
13224,송파구,가락동
13256,송파구,문정동
13339,송파구,문정동
13539,송파구,문정동
13351,송파구,문정동
13330,송파구,문정동
13267,송파구,문정동
13282,송파구,문정동
13341,송파구,장지동
13357,송파구,장지동
13591,송파구,장지동
13391,송파구,장지동
13378,송파구,장지동
13535,송파구,잠실동
13076,송파구,잠실동
13531,송파구,잠실동
13018,송파구,잠실동
13050,송파구,잠실동
13109,송파구,잠실동
13094,송파구,잠실동
13106,송파구,잠실동
13100,송파구,잠실동
13032,송파구,잠실동
13040,송파구,잠실동
13595,송파구,잠실동
13085,송파구,잠실동
13033,송파구,잠실동
13037,송파구,잠실동
12999,송파구,잠실동
12894,송파구,잠실동
12993,송파구,잠실동
12990,송파구,잠실동
12592,강동구,강일동
12404,강동구,강일동
13542,강동구,상일동
12676,강동구,상일동
12639,강동구,상일동
12608,강동구,명일동
12653,강동구,명일동
12612,강동구,명일동
12556,강동구,명일동
12684,강동구,명일동
12658,강동구,명일동
12496,강동구,고덕동
12553,강동구,암사동
12667,강동구,암사동
12558,강동구,암사동
12586,강동구,암사동
12640,강동구,암사동
12564,강동구,암사동
12655,강동구,암사동
12641,강동구,암사동
12552,강동구,암사동
12554,강동구,암사동
12547,강동구,암사동
12589,강동구,암사동
12584,강동구,암사동
12627,강동구,천호동
12614,강동구,천호동
13605,강동구,천호동
12726,강동구,천호동
12609,강동구,천호동
12671,강동구,천호동
12722,강동구,천호동
12632,강동구,천호동
12685,강동구,천호동
12661,강동구,천호동
12697,강동구,천호동
12701,강동구,천호동
12705,강동구,천호동
12607,강동구,천호동
12727,강동구,천호동
12796,강동구,천호동
12941,강동구,성내동
12869,강동구,성내동
12843,강동구,성내동
12846,강동구,성내동
12851,강동구,성내동
12857,강동구,성내동
12870,강동구,성내동
12743,강동구,성내동
12792,강동구,성내동
12777,강동구,성내동
12774,강동구,성내동
12939,강동구,성내동
12910,강동구,성내동
12755,강동구,성내동
12853,강동구,성내동
12831,강동구,성내동
12844,강동구,성내동
12960,강동구,성내동
12864,강동구,성내동
13568,강동구,길동
12826,강동구,길동
12819,강동구,길동
12600,강동구,길동
12601,강동구,길동
12735,강동구,길동
12786,강동구,길동
12698,강동구,길동
12704,강동구,길동
12809,강동구,길동
12813,강동구,길동
12799,강동구,길동
12793,강동구,길동
12922,강동구,둔촌동
12867,강동구,둔촌동
12877,강동구,둔촌동
12744,강동구,둔촌동
12834,강동구,둔촌동
